,layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
0,2,Embedding,0.015436562535283332,4096,32000,7.8125,3.2346611763587205,9.351121762914385,1.1758084629359185,True,777.8792,embedding,9.375414144312908,4.576766,2.8909123,model.embed_tokens,4096,37736.89,4096,1020,0,1,0.0699699555490373,777.8792,48.51253,success,27.890485763549805,0.8130164742469788,,0,777.8792114257812,10.560358047485352
1,6,Linear,0.019968063369038447,4096,4096,1.0,1.5516890490385735,4.155651491965171,0.8042857386593046,True,476.59238,dense,4.578780237025069,3.4842284,2.678147,model.layers.0.self_attn.q_proj,3026,3049.4973,4096,449,1070,1,0.02603581595253396,476.59238,6.398544,success,21.830995559692383,2.042235792032443e-06,over-trained,159,476.5923767089844,0.15108387172222137
2,7,Linear,0.03144163920563714,4096,4096,1.0,1.4586049700767454,3.7031553336520275,0.8303858190773176,True,345.8067,dense,4.448129639974423,3.5830343,2.5388336,model.layers.0.self_attn.k_proj,3108,3828.55,4096,613,988,1,0.018522880281694964,345.8067,11.071359,success,18.59587860107422,4.573001660901355e-06,over-trained,171,345.80670166015625,0.06981523334980011
3,8,Linear,0.0719196452337203,4096,4096,1.0,3.247330788142856,3.932539925448523,1.0879246640039075,True,16.255745,dense,4.881890422351613,3.3121135,1.2110069,model.layers.0.self_attn.v_proj,4078,2051.698,4096,121,18,1,0.20430279892207784,16.255745,126.213715,success,4.031841278076172,8.314984734170139e-05,,9,16.25574493408203,3.5670039653778076
4,9,Linear,0.05330052565730087,4096,4096,1.0,2.2254974494741493,2.858047392185398,1.0803661928285655,True,19.241037,dense,3.363203002444209,2.9374158,1.2842286,model.layers.0.self_attn.o_proj,4068,865.79614,4096,504,28,1,0.05458799505116162,19.241037,44.99737,success,4.386460781097412,1.3835978279530536e-05,,13,19.241037368774414,0.40921494364738464
5,12,Linear,0.01327365967460642,4096,11008,2.6875,2.6918414250422065,5.765061665570142,1.1414764836454427,True,138.57323,dense,6.413373602255623,4.08408,2.1416795,model.layers.0.mlp.gate_proj,4096,12136.119,4096,745,0,1,0.06198427390390583,138.57323,87.5791,success,11.771713256835938,0.1826772689819336,,0,138.57322692871094,4.234415531158447
6,13,Linear,0.026931918828451917,4096,11008,2.6875,2.9725551467726614,6.092080939610146,1.1515600557579722,True,112.05789,dense,6.692978868245646,4.069331,2.0494425,model.layers.0.mlp.up_proj,4096,11730.886,4096,580,0,1,0.08190589435085006,112.05789,104.68594,success,10.585740089416504,0.15680702030658722,,0,112.05789184570312,5.136922836303711
7,14,Linear,0.01758999565784858,4096,11008,2.6875,4.226237757964541,8.023371676301956,1.1771854706914018,True,79.15288,dense,8.10722758390197,4.105533,1.8984667,model.layers.0.mlp.down_proj,4096,12750.661,4096,444,0,1,0.153110468208533,79.15288,161.08904,success,8.896790504455566,0.3947788178920746,,0,79.15287780761719,6.513661861419678
8,20,Linear,0.032913039685328105,4096,4096,1.0,2.9061471367566107,7.354370981460078,0.9976949760590185,True,339.33267,dense,7.767140486769787,4.070104,2.5306258,model.layers.1.self_attn.q_proj,3859,11751.782,4096,86,237,1,0.2055451318902591,339.33267,34.63204,success,18.420984268188477,1.4687614566355478e-05,,46,339.3326721191406,34.54782485961914
9,21,Linear,0.03289032788183477,4096,4096,1.0,3.1108694448996053,8.1144285339307,0.9955699132359177,True,405.89328,dense,8.369203098909551,4.0684695,2.6084118,model.layers.1.self_attn.k_proj,3808,11707.641,4096,72,288,1,0.2487683497813324,405.89328,28.844135,success,20.146793365478516,6.42773056824808e-06,,48,405.8932800292969,38.972572326660156
10,22,Linear,0.02217565105342023,4096,4096,1.0,4.214258061072517,4.328086024300944,1.126360040660055,True,10.641679,dense,4.803342436315655,3.229025,1.0270102,model.layers.1.self_attn.v_proj,4084,1694.4343,4096,143,12,1,0.26878976216727757,10.641679,159.22623,success,3.2621586322784424,3.7803871236974373e-05,,8,10.641678810119629,2.1217563152313232
11,23,Linear,0.01834545095901663,4096,4096,1.0,3.7912789572671604,4.456140097916568,1.1220617527190258,True,14.974967,dense,4.577218605696987,3.057802,1.1753659,model.layers.1.self_attn.o_proj,4077,1142.357,4096,86,19,1,0.3009913507465198,14.974967,76.28445,success,3.8697502613067627,3.7628853988280753e-06,,11,14.974967002868652,1.5083398818969727
12,26,Linear,0.012505142243968703,4096,11008,2.6875,2.618159748207427,6.027726080364911,1.1405255342429468,True,200.57452,dense,6.443313487144026,4.1752853,2.302276,model.layers.1.mlp.gate_proj,4096,14972.172,4096,683,0,1,0.06191716199736382,200.57452,74.64643,success,14.162433624267578,0.13200297951698303,,0,200.57452392578125,5.514072895050049
13,27,Linear,0.06150675652393944,4096,11008,2.6875,4.0152875836232305,6.969726247616897,1.1722144841596176,True,54.424877,dense,7.297677179560961,4.123057,1.7357975,model.layers.1.mlp.up_proj,4096,13275.675,4096,395,0,1,0.15171558343857558,54.424877,243.92659,success,7.377321720123291,0.12634077668190002,,0,54.42487716674805,7.657155513763428
14,28,Linear,0.021546094087961654,4096,11008,2.6875,4.8404145715554865,7.970288413694064,1.1886243807454437,True,44.32132,dense,8.18401727368787,4.135653,1.6466128,model.layers.1.mlp.down_proj,4096,13666.354,4096,510,0,1,0.1700564155607313,44.32132,308.34717,success,6.657425880432129,0.45583054423332214,,0,44.321319580078125,6.080142974853516
15,34,Linear,0.021670862498686883,4096,4096,1.0,3.0607440968324253,7.407668658357295,1.076091759764781,True,263.15897,dense,7.616232055402654,4.075393,2.4202182,model.layers.2.self_attn.q_proj,3992,11895.785,4096,112,104,1,0.1947220141415359,263.15897,45.2038,success,16.22217559814453,7.577034011774231e-06,,17,263.1589660644531,20.429636001586914
16,35,Linear,0.026740446490642666,4096,4096,1.0,3.328193649638445,8.542983215137742,1.075607138333355,True,368.85254,dense,8.598906365539532,4.1193295,2.5668528,model.layers.2.self_attn.k_proj,3948,13162.219,4096,105,148,1,0.22720843525204704,368.85254,35.68423,success,19.205533981323242,1.6109022908494808e-05,,23,368.8525390625,24.488054275512695
17,36,Linear,0.023398565509339386,4096,4096,1.0,4.116041654870855,4.514915474926697,1.1461143652684482,True,12.499916,dense,5.4212835216178785,3.5380878,1.0969071,model.layers.2.self_attn.v_proj,4090,3452.1348,4096,190,6,1,0.22606142149623035,12.499916,276.17264,success,3.535521984100342,0.00016192397742997855,,4,12.499916076660156,3.2183775901794434
