,alpha,spectral_norm,D,longname,eigs,norm,alphahat
0,1.3728466033935547,934.3256225585938,0.12575384974479675,model.layers.0.self_attn.q_proj,"[1.8894052e-13 4.1988296e-13 1.9567002e-12 ... 1.3725076e+02 2.6904639e+02
 9.3432562e+02]",5288.7041015625,4.078038445148655
1,1.326850414276123,334.80096435546875,0.12111762166023254,model.layers.0.self_attn.k_proj,"[4.6344389e-06 6.0259417e-06 1.0005263e-05 ... 7.5595642e+01 1.1962306e+02
 3.3480096e+02]",2788.07958984375,3.3500142791962615
2,3.506246566772461,2.2947616577148438,0.09007871150970459,model.layers.0.self_attn.v_proj,[0.00398918 0.00983627 0.01251864 ... 1.3348352  1.7205625  2.2947617 ],177.8349609375,1.2648349182545076
3,3.3316164016723633,20.297832489013672,0.05882379412651062,model.layers.0.self_attn.o_proj,"[8.6117620e-09 1.1741114e-08 4.9569397e-08 ... 7.9371824e+00 8.6244192e+00
 2.0297832e+01]",926.4339599609375,4.355920745291128
4,3.0379371643066406,80.63826751708984,0.021486282348632812,model.layers.0.mlp.gate_proj,"[1.5375027e-02 2.7320325e-02 3.1451121e-02 ... 4.5717926e+01 5.3857956e+01
 8.0638268e+01]",7873.4169921875,5.791952331970562
5,4.104713439941406,26.37944221496582,0.03464752435684204,model.layers.0.mlp.up_proj,"[1.7630169e-02 3.1898610e-02 3.4051768e-02 ... 1.4381194e+01 1.8012802e+01
 2.6379442e+01]",6478.7548828125,5.833888044061275
6,4.157710075378418,37.83133316040039,0.03682351112365723,model.layers.0.mlp.down_proj,"[ 0.12117702  0.15134822  0.169294   ... 16.125317   17.68415
 37.831333  ]",6447.51220703125,6.560249685689014
7,1.7442532777786255,155.01010131835938,0.1132444441318512,model.layers.1.self_attn.q_proj,"[1.9287225e-13 7.4163618e-12 1.7190381e-11 ... 4.5052620e+01 5.0489414e+01
 1.5501010e+02]",5680.79931640625,3.820542609743368
8,1.9146482944488525,80.29055786132812,0.12862950563430786,model.layers.1.self_attn.k_proj,"[3.8672083e-06 4.1195203e-06 4.2059651e-06 ... 3.5238533e+01 3.8207893e+01
 8.0290558e+01]",2900.95849609375,3.6467625893559403
9,4.403799057006836,1.566941261291504,0.10637149214744568,model.layers.1.self_attn.v_proj,[0.01181323 0.02127437 0.0244294  ... 0.8106656  0.9233059  1.5669413 ],252.52398681640625,0.85897296993269
10,2.959071159362793,21.058305740356445,0.06184285879135132,model.layers.1.self_attn.o_proj,"[1.4239384e-11 6.4284609e-09 1.5104884e-07 ... 4.7796912e+00 8.4553509e+00
 2.1058306e+01]",1197.00390625,3.9161040939010676
11,3.1557366847991943,45.08200454711914,0.022337913513183594,model.layers.1.mlp.gate_proj,"[2.6513966e-02 2.8658677e-02 3.0915499e-02 ... 1.9225447e+01 1.9852985e+01
 4.5082005e+01]",8065.921875,5.219598633315234
12,4.4663848876953125,10.116177558898926,0.037503987550735474,model.layers.1.mlp.up_proj,"[ 0.02788572  0.02888349  0.03113337 ...  7.0788884   7.272068
 10.116178  ]",6674.16015625,4.4887902549786896
13,5.589862823486328,21.43364715576172,0.03146958351135254,model.layers.1.mlp.down_proj,"[ 0.06100321  0.08045748  0.09246036 ... 10.143801   10.789362
 21.433647  ]",6629.4287109375,7.440644475354846
14,2.430398464202881,87.82828521728516,0.1037130057811737,model.layers.2.self_attn.q_proj,"[4.8306352e-11 1.7297022e-10 1.2730287e-09 ... 2.3573559e+01 2.7830919e+01
 8.7828285e+01]",5139.486328125,4.72380606937038
