,alpha,spectral_norm,D,longname,eigs,norm,alphahat
0,1.3260164260864258,476.5923767089844,0.08538395166397095,model.layers.0.self_attn.q_proj,"[4.1707271e-12 7.0777707e-12 9.1392255e-11 ... 1.7231470e+02 2.1344582e+02
 4.7659238e+02]",3049.496826171875,3.551267034601967
1,1.3199660778045654,345.80670166015625,0.07222479581832886,model.layers.0.self_attn.k_proj,"[2.0912345e-11 7.9887111e-11 2.1399264e-10 ... 1.9601028e+02 2.7806805e+02
 3.4580670e+02]",3828.549560546875,3.3511739725282323
2,1.5977206230163574,16.25574493408203,0.11222469806671143,model.layers.0.self_attn.v_proj,"[6.9138970e-09 1.7523643e-08 5.0325578e-08 ... 1.3359179e+01 1.3740923e+01
 1.6255745e+01]",2051.69775390625,1.9348506607546243
3,1.6332693099975586,19.241037368774414,0.11362934112548828,model.layers.0.self_attn.o_proj,"[1.9143430e-10 2.1135258e-09 1.6892843e-08 ... 6.2944698e+00 7.1859179e+00
 1.9241037e+01]",865.796142578125,2.0974909683979144
4,2.122570514678955,138.53872680664062,0.10078096389770508,model.layers.0.mlp.gate_proj,"[3.33706737e-02 4.69690189e-02 4.99423668e-02 ... 1.03754456e+02
 1.26583336e+02 1.38538727e+02]",12136.3193359375,4.545635867400097
5,2.1427342891693115,112.04844665527344,0.1085546612739563,model.layers.0.mlp.up_proj,"[2.45893616e-02 3.89178880e-02 4.27409373e-02 ... 8.85447388e+01
 1.01484505e+02 1.12048447e+02]",11730.89453125,4.391332166267716
6,2.3854117393493652,79.15125274658203,0.1348026990890503,model.layers.0.mlp.down_proj,"[ 0.15584396  0.21628144  0.23188554 ... 32.28097    37.811943
 79.15125   ]",12750.6533203125,4.5286035059375385
7,1.3741710186004639,339.3326721191406,0.08276760578155518,model.layers.1.self_attn.q_proj,"[2.1572602e-10 1.2224700e-09 4.0524357e-09 ... 2.0604666e+02 2.2510524e+02
 3.3933267e+02]",11751.7822265625,3.4775124642977415
8,1.3537204265594482,405.8932800292969,0.08069121837615967,model.layers.1.self_attn.k_proj,"[4.1315722e-11 1.1092607e-09 2.8244740e-09 ... 1.9561319e+02 2.6503033e+02
 4.0589328e+02]",11707.642578125,3.53106041738056
9,1.7138776779174805,10.641678810119629,0.13095122575759888,model.layers.1.self_attn.v_proj,"[1.4291327e-09 5.2379960e-08 2.2902543e-07 ... 7.3795929e+00 9.3256531e+00
 1.0641679e+01]",1694.4344482421875,1.7601697655936062
10,1.6241728067398071,14.974967002868652,0.14507675170898438,model.layers.1.self_attn.o_proj,"[1.41593065e-11 1.52117394e-08 3.28586793e-08 ... 5.02214146e+00
 9.80611420e+00 1.49749670e+01]",1142.357177734375,1.9089972906840893
11,2.085458755493164,200.5687713623047,0.09931206703186035,model.layers.1.mlp.gate_proj,"[1.7424492e-02 2.5784153e-02 3.3607665e-02 ... 8.0771408e+01 9.6604279e+01
 2.0056877e+02]",14972.548828125,4.801275185890656
12,2.235567331314087,54.420352935791016,0.12873786687850952,model.layers.1.mlp.up_proj,"[1.5962858e-02 2.2549717e-02 3.2664210e-02 ... 2.1944139e+01 2.1951450e+01
 5.4420353e+01]",13275.7138671875,3.8804113779836396
13,2.784271478652954,44.32228469848633,0.13374710083007812,model.layers.1.mlp.down_proj,"[ 0.207798    0.2584206   0.29461834 ... 26.126484   27.03324
 44.322285  ]",13666.5185546875,4.5846430578705615
14,1.4944357872009277,263.1589660644531,0.14229655265808105,model.layers.2.self_attn.q_proj,"[5.7411444e-11 1.4663949e-09 2.4424789e-08 ... 1.0304605e+02 1.2870976e+02
 2.6315897e+02]",11895.78515625,3.6168606481919863
15,1.4780628681182861,368.8525390625,0.14171069860458374,model.layers.2.self_attn.k_proj,"[2.5950062e-10 2.0797633e-09 2.1557760e-09 ... 1.0087310e+02 1.1692717e+02
 3.6885254e+02]",13162.21875,3.7939697781251414
16,1.8785650730133057,12.499916076660156,0.14546066522598267,model.layers.2.self_attn.v_proj,"[2.6219375e-08 2.1645378e-07 2.6786083e-07 ... 1.0221036e+01 1.1192347e+01
 1.2499916e+01]",3452.134765625,2.0606113611455847
17,1.9551303386688232,36.24270248413086,0.16508454084396362,model.layers.2.self_attn.o_proj,"[2.1659939e-13 7.3699248e-08 1.5363381e-07 ... 7.8858633e+00 8.4228687e+00
 3.6242702e+01]",3247.40673828125,3.0484794487939157
18,2.332566261291504,112.78881072998047,0.0955960750579834,model.layers.2.mlp.gate_proj,"[1.9957587e-02 3.2676958e-02 6.1059799e-02 ... 5.4749176e+01 6.3534405e+01
 1.1278881e+02]",15826.90625,4.7870464713458984
19,2.4493865966796875,20.65034294128418,0.12176340818405151,model.layers.2.mlp.up_proj,"[1.6035721e-02 2.8214937e-02 5.3198930e-02 ... 1.7350819e+01 1.8312263e+01
 2.0650343e+01]",13758.01171875,3.22076522683401
20,2.8811464309692383,32.1913948059082,0.13726568222045898,model.layers.2.mlp.down_proj,"[ 0.13015619  0.15259185  0.17357397 ... 20.570955   22.048262
 32.191395  ]",13932.2451171875,4.344019127569651
21,1.6587443351745605,180.08798217773438,0.1430320143699646,model.layers.3.self_attn.q_proj,"[6.3901511e-09 6.3213783e-08 1.0707593e-07 ... 5.7928860e+01 7.7226616e+01
 1.8008798e+02]",10654.390625,3.7412725222552234
22,1.6480472087860107,234.8200225830078,0.14566975831985474,model.layers.3.self_attn.k_proj,"[6.5457799e-11 1.1654651e-08 6.4505898e-08 ... 4.8089600e+01 5.9205177e+01
 2.3482002e+02]",11531.548828125,3.9070834063225712
23,1.9280421733856201,9.440783500671387,0.15294814109802246,model.layers.3.self_attn.v_proj,"[5.8317369e-08 1.4819844e-07 2.4507179e-07 ... 7.5673800e+00 8.0639133e+00
 9.4407835e+00]",3107.073486328125,1.8798566173385562
24,1.9378266334533691,40.37593460083008,0.1609640121459961,model.layers.3.self_attn.o_proj,"[1.2647611e-10 1.6230332e-07 2.3019767e-07 ... 7.5778146e+00 8.9028301e+00
 4.0375935e+01]",2974.3984375,3.1123871281504023
25,2.593489646911621,97.14848327636719,0.11974000930786133,model.layers.3.mlp.gate_proj,"[4.8868876e-02 8.6822905e-02 8.9062452e-02 ... 4.3396290e+01 6.0342842e+01
 9.7148483e+01]",16296.283203125,5.154394753693332
26,2.7171075344085693,18.872299194335938,0.1391696333885193,model.layers.3.mlp.up_proj,"[ 0.03888373  0.0623806   0.06882969 ... 15.575442   17.221016
 18.8723    ]",13958.0751953125,3.4665532121875464
27,2.5798728466033936,40.44575119018555,0.11721807718276978,model.layers.3.mlp.down_proj,"[ 0.12882501  0.13573916  0.15457405 ... 23.101952   23.881199
 40.44575   ]",14015.56640625,4.1455277778345
28,1.659449815750122,190.19493103027344,0.13419204950332642,model.layers.4.self_attn.q_proj,"[3.4472771e-09 2.8923466e-08 5.9734489e-08 ... 8.0366028e+01 8.5523499e+01
 1.9019493e+02]",11587.4072265625,3.7822162580209615
29,1.6578919887542725,248.2008819580078,0.13777875900268555,model.layers.4.self_attn.k_proj,"[3.7234533e-09 2.3023427e-08 4.7235986e-08 ... 6.8163086e+01 7.6603180e+01
 2.4820088e+02]",12082.556640625,3.9703252395153927
30,1.9346845149993896,9.626816749572754,0.151647686958313,model.layers.4.self_attn.v_proj,"[3.5189032e-08 2.2129780e-07 5.1533550e-07 ... 8.6645718e+00 9.2294464e+00
 9.6268167e+00]",3460.783203125,1.9027287599770213
31,1.946981430053711,33.91754150390625,0.157770037651062,model.layers.4.self_attn.o_proj,"[2.5336080e-08 1.0635226e-07 2.1633248e-07 ... 8.0001926e+00 8.5339861e+00
 3.3917542e+01]",3313.212890625,2.9797078189639303
32,2.602008104324341,119.32855987548828,0.11434769630432129,model.layers.4.mlp.gate_proj,"[3.66004631e-02 9.04655084e-02 1.14888884e-01 ... 4.79756393e+01
 4.91785126e+01 1.19328560e+02]",16982.162109375,5.403705757704138
33,2.7673394680023193,18.4448184967041,0.13587456941604614,model.layers.4.mlp.up_proj,"[ 0.02773316  0.07479605  0.09745243 ... 14.811316   15.906979
 18.444818  ]",13760.658203125,3.503104149850775
34,2.5846662521362305,39.5319938659668,0.11602610349655151,model.layers.4.mlp.down_proj,"[ 0.15130956  0.16212732  0.20430316 ... 23.21975    25.955675
 39.531994  ]",13692.0322265625,4.127579461179835
35,1.6746411323547363,188.71995544433594,0.13313668966293335,model.layers.5.self_attn.q_proj,"[3.0842677e-09 4.3618105e-08 1.0680666e-07 ... 7.8914658e+01 8.1503975e+01
 1.8871996e+02]",11706.921875,3.8111781400658225
36,1.6683604717254639,273.65594482421875,0.13382083177566528,model.layers.5.self_attn.k_proj,"[1.0415229e-09 1.0176047e-08 3.9560909e-08 ... 7.4671776e+01 8.1471107e+01
 2.7365594e+02]",12688.23046875,4.066136295085865
