,layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,xmax,xmin
0,6,Linear,0.028093895899922172,4096,4096,1.0,2.4844375607529496,7.379986215097497,0.9474708045390993,True,934.298,dense,7.410377723262145,3.7233124,2.9704857,model.layers.0.self_attn.q_proj,2826,5288.2534,4096,131,1270,1,0.1296959118689868,934.298,5.6601357,success,30.566287994384766,3.5219497362959373e-07,,476,934.2979736328125,7.971736907958984
1,7,Linear,0.04557682588387246,1024,4096,4.0,2.6451699168017244,6.6785749923711,0.7961722312689049,True,334.82568,dense,6.738501560022942,3.4452996,2.524819,model.layers.0.self_attn.k_proj,1012,2788.0437,1024,25,12,1,0.3290339833603449,334.82568,8.326851,success,18.298242568969727,0.0021529952064156532,,0,334.82568359375,18.679044723510742
2,8,Linear,0.03494480394965438,1024,4096,4.0,4.546347376308051,1.6391273585831876,1.0082968500603926,True,2.293703,dense,1.8142643257816822,2.250005,0.3605372,model.layers.0.self_attn.v_proj,1024,177.82986,1024,108,0,1,0.34124743539189606,2.293703,77.529594,success,1.5144976377487183,0.06248927116394043,,0,2.293703079223633,0.35591980814933777
3,9,Linear,0.010600925733549982,4096,4096,1.0,3.6784390280982104,4.809266564541743,1.122551944454583,True,20.296469,dense,4.848473248776453,2.9668548,1.3074205,model.layers.0.self_attn.o_proj,4069,926.51935,4096,270,27,1,0.16300460828795593,20.296469,45.64929,success,4.505160331726074,3.992148776887916e-05,,13,20.29646873474121,0.7986854314804077
4,12,Linear,0.021453480111215284,4096,14336,3.5,3.0547811778731537,5.823903480275418,1.1692753006615484,True,80.62839,dense,6.169565197983217,3.8961477,1.906488,model.layers.0.mlp.gate_proj,4096,7873.1333,4096,1092,0,1,0.06218050712292323,80.62839,97.64716,success,8.979331016540527,0.12399400025606155,,0,80.62838745117188,2.1611881256103516
5,13,Linear,0.034695797925607286,4096,14336,3.5,4.060599448332295,5.771218879478256,1.190837453492849,True,26.379864,dense,6.074851489912179,3.81148,1.4212726,model.layers.0.mlp.up_proj,4096,6478.5806,4096,935,0,1,0.10009230490240435,26.379864,245.5881,success,5.136133193969727,0.13278323411941528,,0,26.379863739013672,2.117109775543213
6,14,Linear,0.02492069522229179,4096,14336,3.5,3.577945288769579,5.645657118427977,1.1913195781899186,True,37.835957,dense,5.817456777280401,3.8093944,1.5779048,model.layers.0.mlp.down_proj,4096,6447.5425,4096,170,0,1,0.19771937796502911,37.835957,170.4078,success,6.15109395980835,0.34811291098594666,,0,37.83595657348633,3.3751213550567627
7,20,Linear,0.031777524683636815,4096,4096,1.0,3.609046284069131,7.9050291247397295,1.080457559336785,True,155.00201,dense,7.947964627546596,3.7544653,2.1903374,model.layers.1.self_attn.q_proj,3770,5681.5293,4096,46,326,1,0.38468288782181814,155.00201,36.654552,success,12.449980735778809,2.9204022666817764e-07,,167,155.00201416015625,16.31094741821289
8,21,Linear,0.029512402660651693,1024,4096,4.0,4.0812490408066395,7.773326062371655,0.9275860982494326,True,80.28674,dense,7.86625662024338,3.4625413,1.9046439,model.layers.1.self_attn.k_proj,996,2900.956,1024,40,28,1,0.48718825035790414,80.28674,36.132442,success,8.960287094116211,0.0019664911087602377,,0,80.2867431640625,14.149051666259766
9,22,Linear,0.05141596582369068,1024,4096,4.0,8.691134741782486,1.695356200118592,1.0216257805618283,True,1.5669938,dense,1.7178798312443313,2.402295,0.1950673,model.layers.1.self_attn.v_proj,1024,252.5195,1024,33,0,1,1.3388547074889265,1.5669938,161.149,success,1.2517962455749512,0.10871441662311554,under-trained,0,1.5669938325881958,0.6292122006416321
